"";"ID";"anio";"dpto";"region";"w_ano";"e26";"e27";"e29_6";"e49";"e51_2";"e51_3";"e51_4_a";"e51_4_b";"e51_5";"e51_6a";"e201_1a";"e201_1b";"e201_1c";"e201_1d";"e51_6";"e51_8";"e218_1";"e51_9";"e51_10";"e51_11";"e224_1";"f85";"f124_1";"f124_2";"f124_3";"f124_5";"f73";"POBPCOAC";"PT1";"PT2";"PT4";"edu";"exp";"lpt1";"pt1";"lpt4";"pt4";"exp2"
"25";11587;2022;1;1;47;1;26;3;1;6;0;3;0;3;2;1;0;1;0;0;0;1;4;0;0;0;44;2;2;2;1;1;2;41189,48;41189,48;41189,48;18;2;10,625938162927;41189;10,625938162927;41189;4
"26";11588;2022;1;1;88;2;55;3;1;6;0;3;0;3;0;1;0;1;0;0;0;0;0;0;0;0;40;2;2;1;1;1;2;177439,48;177189,48;177189,48;12;37;12,0863848720118;177439;12,0849749474449;177189;1369
"27";11588;2022;1;1;88;1;54;3;1;6;0;3;0;3;0;1;0;1;0;0;0;2;3;0;0;0;40;2;2;2;1;1;2;397606,146666667;387189,48;387189,48;15;33;12,8932172130683;397606;12,866669464594;387189;1089
"28";11588;2022;1;1;88;1;25;3;1;6;0;3;0;3;0;1;0;1;0;0;0;1;5;0;0;0;35;2;2;2;2;1;2;69189,48;69189,48;69189,48;17;2;11,1446041069277;69189;11,1446041069277;69189;4
"29";11589;2022;1;1;36;2;31;3;1;6;0;3;0;3;1;1;0;1;0;0;0;2;2;0;0;0;24;2;2;2;1;1;2;45189,48;45189,48;45189,48;15;10;10,7186195953686;45189;10,7186195953686;45189;100
"30";11590;2022;1;1;61;1;70;3;1;6;0;3;0;3;4;1;0;1;0;0;0;0;0;0;0;0;0;1;2;2;1;0;10;110000;0;110000;16;48;11,6082356447746;110000;11,6082356447746;110000;2304
"31";11590;2022;1;1;61;2;66;3;1;6;0;3;0;3;0;1;0;1;0;0;0;0;0;0;0;0;35;2;2;2;1;2;2;71189,48;71189,48;71189,48;12;48;11,1731003336746;71189;11,1731003336746;71189;2304
"32";11591;2022;1;1;79;2;42;3;1;6;0;3;0;3;0;1;0;1;0;0;0;1;5;0;3;1;20;2;2;2;1;9;2;23189,48;23189,48;23189,48;20;16;10,0514540065398;23189;10,0514540065398;23189;256
"33";11591;2022;1;1;79;1;43;3;1;6;0;3;0;3;0;1;0;1;0;0;0;1;4;0;0;0;40;2;2;2;1;2;2;108189,48;108189,48;108189,48;16;21;11,5916394133109;108189;11,5916394133109;108189;441
"34";11592;2022;1;1;79;1;35;3;1;6;0;3;0;3;0;1;0;1;0;0;0;1;5;0;0;0;40;2;2;2;1;2;2;108189,48;108189,48;108189,48;17;12;11,5916394133109;108189;11,5916394133109;108189;144
"35";11595;2022;1;1;68;2;54;3;1;6;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;44;2;1;2;1;1;2;37189,48;25189,48;25189,48;7;41;10,5237812045681;37189;10,1341817260212;25189;1681
"36";11596;2022;1;1;33;2;62;3;1;6;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;15;2;2;2;1;9;2;3533,6;2500;2500;9;47;8,17007246028232;3534;7,82404601085629;2500;2209
"37";11599;2022;1;1;40;1;53;3;1;6;0;3;0;3;0;1;0;1;0;0;3;0;0;0;0;0;30;2;2;2;1;2;2;69189,48;69189,48;69189,48;15;32;11,1446041069277;69189;11,1446041069277;69189;1024
"38";11600;2022;1;1;33;2;26;3;1;6;0;3;0;2;0;1;0;2;0;0;0;0;0;0;0;0;36;2;2;2;1;1;2;21000;21000;21000;11;9;9,95227771670556;21000;9,95227771670556;21000;81
"39";11605;2022;1;1;67;2;57;3;1;6;0;3;0;3;0;1;0;1;0;0;0;0;0;0;0;0;30;2;2;2;1;2;2;43189,48;43189,48;43189,48;12;39;10,6733522260582;43189;10,6733522260582;43189;1521
"40";11606;2022;1;1;65;1;56;3;1;6;0;3;0;0;0;1;0;0;2;1;0;0;0;0;0;0;40;2;2;2;2;1;2;108189,48;108189,48;108189,48;9;41;11,5916394133109;108189;11,5916394133109;108189;1681
"41";11606;2022;1;1;65;2;39;3;1;6;0;3;0;0;0;1;0;0;1;3;0;0;0;0;0;0;48;2;2;2;1;1;2;91189,48;91189,48;91189,48;9;24;11,4206948185318;91189;11,4206948185318;91189;576
"42";11607;2022;1;1;48;2;51;3;1;6;0;3;0;3;0;1;0;1;0;0;0;2;3;3;0;0;40;2;2;2;1;2;2;74189,48;74189,48;74189,48;18;27;11,2143776401281;74189;11,2143776401281;74189;729
"43";11609;2022;1;1;49;2;38;4;1;6;0;3;0;3;0;1;0;1;0;0;4;0;0;3;0;0;20;2;2;2;1;1;2;84689,48;43189,48;84689,48;19;13;11,3467466698566;84689;11,3467466698566;84689;169
"44";11611;2022;1;1;80;2;56;3;1;6;0;3;0;3;0;1;0;1;0;0;0;0;0;0;0;0;60;2;2;2;1;9;2;38189,48;38189,48;38189,48;12;38;10,550315363997;38189;10,550315363997;38189;1444
"45";11611;2022;1;1;80;1;30;3;1;6;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;40;2;2;2;2;1;2;21189,48;21189,48;21189,48;8;16;9,96126011108394;21189;9,96126011108394;21189;256
"46";11613;2022;1;1;76;2;55;3;1;6;0;3;0;2;0;1;0;2;0;0;0;0;0;0;0;0;30;2;1;2;1;1;2;36189,48;26189,48;26189,48;11;38;10,4965237478444;36189;10,1731130823982;26189;1444
"47";11614;2022;1;1;36;2;55;3;1;6;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;9;2;2;2;1;9;2;8225,325;3000;3000;9;40;9,01497308853074;8225;8,00636756765025;3000;1600
"48";11615;2022;1;1;95;2;32;1;1;6;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;40;2;2;2;1;1;2;23189,48;23189,48;23189,48;8;18;10,0514540065398;23189;10,0514540065398;23189;324
"49";11615;2022;1;1;95;1;40;1;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;2;2;2;2;2;2;100783,88;66783,88;100783,88;6;28;11,5207337011958;100784;11,5207337011958;100784;784
"50";11616;2022;1;1;97;2;27;3;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;2;2;2;1;1;2;7323,08;3189,48;3189,48;6;15;8,8987862834859;7323;8,06761317308703;3189;225
"51";11616;2022;1;1;97;2;28;3;1;6;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;40;2;2;2;1;1;2;37883,88;34783,88;34783,88;9;13;10,5422809707768;37884;10,456909340053;34784;169
"52";11617;2022;1;1;76;2;30;3;1;6;0;3;0;1;0;1;0;2;0;0;0;0;0;0;0;0;40;2;2;2;1;2;2;52351,44;47351,44;47351,44;10;14;10,8657347230837;52351;10,7653525099786;47351;196
"53";11618;2022;1;1;69;2;39;3;1;6;0;3;0;3;0;1;0;1;0;0;0;2;1;0;0;0;35;2;2;2;1;2;2;72783,88;72783,88;72783,88;13;20;11,1952497810944;72784;11,1952497810944;72784;400
"54";11619;2022;1;1;88;2;56;3;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;2;2;2;1;1;2;34983,88;34983,88;34983,88;6;44;10,4626426629474;34984;10,4626426629474;34984;1936
"55";11619;2022;1;1;88;1;19;3;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;2;2;2;1;9;2;7000;7000;7000;6;7;8,85366542803745;7000;8,85366542803745;7000;49
"56";11620;2022;1;1;77;2;36;3;1;6;0;3;0;1;0;1;0;2;0;0;0;0;0;0;0;0;54;2;2;2;1;9;2;19600;13000;13000;10;20;9,88328484521861;19600;9,47270463644367;13000;400
"57";11621;2022;1;1;73;2;43;3;1;6;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;40;2;2;2;1;1;2;38883,88;33683,88;33683,88;9;28;10,5683350478339;38884;10,4247746636213;33684;784
"58";11622;2022;1;1;103;1;33;3;1;6;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;40;2;2;2;2;1;2;23189,48;23189,48;23189,48;9;18;10,0514540065398;23189;10,0514540065398;23189;324
"59";11623;2022;1;1;57;2;55;3;1;6;0;3;2;0;0;1;2;0;0;0;0;0;0;0;0;0;24;2;2;2;1;1;2;34189,48;34189,48;34189,48;11;38;10,4396732733922;34189;10,4396732733922;34189;1444
"60";11624;2022;1;1;52;1;56;3;1;6;0;3;0;3;0;1;0;1;0;0;0;0;0;3;0;0;44;2;2;2;1;1;2;93189,48;93189,48;93189,48;15;35;11,4423901187663;93189;11,4423901187663;93189;1225
"61";11624;2022;1;1;52;2;57;3;1;6;0;3;0;3;0;1;0;1;0;0;0;0;0;3;0;0;44;2;2;2;1;1;2;77189,48;77189,48;77189,48;15;36;11,2540184572973;77189;11,2540184572973;77189;1296
"62";11625;2022;1;1;87;1;41;3;1;6;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;48;2;2;2;2;1;2;62189,48;62189,48;62189,48;8;27;11,0379411325901;62189;11,0379411325901;62189;729
"63";11627;2022;1;1;100;1;51;3;1;6;0;3;0;3;0;1;0;1;0;0;0;1;4;0;0;0;40;2;2;2;1;1;2;93189,48;93189,48;93189,48;16;29;11,4423901187663;93189;11,4423901187663;93189;841
"64";11628;2022;1;1;74;1;53;3;1;6;0;3;0;3;0;1;0;1;0;0;0;2;1;0;0;0;40;2;2;2;1;1;2;94088,08;94088,08;94088,08;13;34;11,4519866437983;94088;11,4519866437983;94088;1156
"65";11628;2022;1;1;74;2;53;3;1;6;0;3;0;3;0;1;0;1;0;0;0;0;0;3;0;0;30;2;2;2;1;1;2;63189,48;48189,48;63189,48;15;32;11,0538931105835;63189;11,0538931105835;63189;1024
"66";11629;2022;1;1;51;2;40;3;1;6;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;30;2;2;2;1;2;2;46168,8;45000;45000;9;25;10,7400595242601;46169;10,7144177687525;45000;625
"67";11629;2022;1;1;51;1;56;3;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;2;2;2;2;1;2;75189,48;75189,48;75189,48;6;44;11,2277666065349;75189;11,2277666065349;75189;1936
"68";11631;2022;1;1;34;2;58;3;1;6;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;45;2;2;2;1;1;2;51189,48;51189,48;51189,48;9;43;10,843289321166;51189;10,843289321166;51189;1849
"69";11632;2022;1;1;96;1;48;3;1;6;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;20;2;2;2;2;9;2;10000;10000;10000;7;35;9,21034037197618;10000;9,21034037197618;10000;1225
"70";11633;2022;1;1;86;2;33;3;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;2;1;2;1;1;2;22217;6000;6000;6;21;10,0086130405771;22217;8,69951474821019;6000;441
"71";11634;2022;1;1;83;1;52;3;1;6;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;60;2;2;2;2;1;2;33189,48;33189,48;33189,48;9;37;10,4099882372216;33189;10,4099882372216;33189;1369
"72";11634;2022;1;1;83;2;44;3;1;6;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;36;2;2;2;1;1;2;32189,48;32189,48;32189,48;7;31;10,3793949700773;32189;10,3793949700773;32189;961
"73";11636;2022;1;1;103;1;42;3;1;6;0;3;0;3;0;1;0;1;0;0;0;2;3;0;0;0;45;2;2;2;1;1;2;245689,48;238189,48;238189,48;15;21;12,4118237411498;245689;12,3808217703605;238189;441
"74";11638;2022;1;1;67;2;44;3;1;6;0;3;0;3;2;1;0;1;0;0;0;2;2;0;0;0;30;2;2;2;1;2;2;117275,33;70275,33;117275,33;16;22;11,6722796970917;117275;11,6722796970917;117275;484
"75";11638;2022;1;1;67;1;49;3;1;6;0;3;0;3;3;1;0;1;0;0;0;0;0;0;0;0;30;2;2;2;1;1;2;230838,146666667;113189,48;230421,48;15;28;12,3494720801437;230838;12,347665432625;230421;784
"76";11639;2022;1;1;68;1;48;3;1;6;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;45;2;2;2;2;1;2;38389,48;38389,48;38389,48;8;34;10,555538742709;38389;10,555538742709;38389;1156
"77";11642;2022;1;1;86;1;39;3;1;6;0;3;0;0;1;1;0;0;1;3;0;0;0;0;0;0;55;2;2;2;1;1;2;153189,48;153189,48;153189,48;10;23;11,9394308655235;153189;11,9394308655235;153189;529
"78";11643;2022;1;1;64;2;49;3;1;6;0;3;0;3;1;1;0;1;0;0;0;1;6;0;0;0;40;2;2;1;1;9;2;59856,1466666667;59856,1466666667;59856,1466666667;19;24;10,9996994069102;59856;10,9996994069102;59856;576
"79";11643;2022;1;1;64;1;55;3;1;6;0;3;0;1;0;1;0;2;0;0;0;0;0;0;0;0;35;2;2;1;1;9;2;40000;40000;40000;10;39;10,5966347330961;40000;10,5966347330961;40000;1521
"80";11647;2022;1;1;86;1;36;3;1;6;0;3;0;3;0;1;0;1;0;0;0;2;3;0;0;0;60;2;2;1;1;4;2;286189,48;278189,48;278189,48;15;15;12,5644093879167;286189;12,5360577432346;278189;225
"81";11647;2022;1;1;86;2;33;3;1;6;0;3;0;3;0;1;0;1;0;0;0;2;4;0;0;0;45;2;2;1;1;1;2;123972,48;123972,48;123972,48;16;11;11,727814884472;123972;11,727814884472;123972;121
"82";11648;2022;1;1;89;1;54;3;1;6;0;3;0;3;0;1;0;1;0;0;0;1;5;0;1;1;40;2;2;2;2;4;2;213189,48;213189,48;213189,48;18;30;12,2699366267168;213189;12,2699366267168;213189;900
"83";11650;2022;1;1;87;1;47;3;1;6;0;3;0;3;0;1;0;1;0;0;0;1;5;3;0;0;40;2;2;1;2;4;2;256666,666666667;256666,666666667;256666,666666667;20;21;12,4555335051618;256667;12,4555335051618;256667;441
"84";11650;2022;1;1;87;2;46;3;1;6;0;3;0;3;2;1;0;1;0;0;0;2;2;0;0;0;20;2;2;2;1;1;2;26189,48;26189,48;26189,48;16;24;10,1731130823982;26189;10,1731130823982;26189;576
"85";11651;2022;1;1;78;2;53;3;1;6;0;3;0;3;0;1;0;1;0;0;0;1;4;0;0;0;45;2;2;1;1;4;2;150000;150000;150000;16;31;11,9183905730784;150000;11,9183905730784;150000;961
"86";11652;2022;1;1;65;1;64;3;1;6;0;3;0;3;0;1;0;1;0;0;0;2;2;0;0;0;20;1;2;2;2;4;2;198189,48;153189,48;153189,48;14;44;12,1969788217701;198189;11,9394308655235;153189;1936
"87";11652;2022;1;1;65;2;57;3;1;6;0;3;0;3;0;1;0;1;0;0;0;1;5;0;0;0;35;2;2;2;1;9;2;123189,48;123189,48;123189,48;17;34;11,7214789368253;123189;11,7214789368253;123189;1156
"88";11652;2022;1;1;65;2;24;3;1;6;0;3;0;3;0;1;0;1;0;0;0;1;5;0;0;0;40;2;2;2;2;1;2;103189,48;103189,48;103189,48;17;1;11,5443221888491;103189;11,5443221888491;103189;1
"89";11654;2022;1;1;65;1;62;3;1;6;0;3;0;3;0;1;0;1;0;0;0;2;3;2;0;0;24;2;2;2;2;9;2;103189,48;103189,48;103189,48;17;39;11,5443221888491;103189;11,5443221888491;103189;1521
"90";11655;2022;1;1;40;1;62;3;1;6;0;3;0;0;3;1;0;0;0;0;0;0;0;0;0;0;32;2;2;2;1;9;2;97189,48;97189,48;97189,48;12;44;11,4844177541385;97189;11,4844177541385;97189;1936
"91";11656;2022;1;1;80;1;51;3;1;6;0;3;0;3;0;1;0;1;0;0;0;1;4;0;0;0;40;2;2;2;1;1;2;233189,48;228189,48;228189,48;16;29;12,3596066209486;233189;12,3379316154351;228189;841
"92";11656;2022;1;1;80;2;46;3;1;6;0;3;0;3;0;1;0;1;0;0;0;1;5;0;0;0;40;2;2;2;1;1;2;93189,48;93189,48;93189,48;17;23;11,4423901187663;93189;11,4423901187663;93189;529
"93";11657;2022;1;1;93;1;59;3;1;6;0;3;0;3;0;1;0;1;0;0;0;1;6;0;2;1;46;2;2;2;2;4;2;213856,146666667;213189,48;213189,48;20;33;12,2730588561303;213856;12,2699366267168;213189;1089
"94";11657;2022;1;1;93;2;23;3;1;6;0;3;0;3;0;1;0;1;0;0;0;1;4;0;0;0;40;2;2;2;2;1;2;38189,48;38189,48;38189,48;16;1;10,550315363997;38189;10,550315363997;38189;1
"95";11658;2022;1;1;62;1;69;3;1;6;0;3;0;3;0;1;0;1;0;0;0;1;8;0;3;1;48;2;2;2;2;4;2;270000;270000;270000;23;40;12,5061772379805;270000;12,5061772379805;270000;1600
"96";11659;2022;1;1;84;2;55;3;1;6;0;3;0;3;0;1;0;1;0;0;0;1;5;0;0;0;40;2;2;2;1;9;2;223000;93000;93000;17;32;12,3149270504423;223000;11,4403547721354;93000;1024
"97";11660;2022;1;1;33;2;50;3;1;6;0;3;0;3;0;1;0;1;0;0;0;1;5;0;0;0;40;2;2;2;1;2;2;70585,48;55585,48;70585,48;17;27;11,1645797366069;70585;11,1645797366069;70585;729
"98";11661;2022;1;1;33;2;59;3;1;6;0;3;0;3;0;1;0;1;0;0;0;0;0;2;0;0;40;2;2;2;1;1;2;283189,48;278189,48;278189,48;14;39;12,5538714932191;283189;12,5360577432346;278189;1521
"99";11662;2022;1;1;72;2;56;3;1;6;0;3;0;3;0;1;0;1;0;0;0;0;0;0;0;0;44;2;2;2;1;1;2;70189,48;70189,48;70189,48;12;38;11,1589537212343;70189;11,1589537212343;70189;1444
"100";11662;2022;1;1;72;1;57;3;1;6;0;3;0;2;0;1;0;2;0;0;0;0;0;0;0;0;40;2;2;2;1;1;2;98189,48;98189,48;98189,48;11;40;11,4946543602943;98189;11,4946543602943;98189;1600
"101";11664;2022;1;1;51;2;57;3;1;6;0;3;0;3;0;1;0;1;0;0;0;1;5;0;0;0;45;2;2;2;1;1;2;273750,78;266250,78;266250,78;17;34;12,5199734094239;273751;12,4921939255789;266251;1156
"102";11664;2022;1;1;51;1;52;3;1;6;0;3;0;3;0;1;0;1;0;0;0;2;2;0;0;0;35;2;2;2;1;1;2;124022,813333333;123189,48;123189,48;14;32;11,7282208061598;124023;11,7214789368253;123189;1024
"103";11665;2022;1;1;51;1;60;3;1;6;0;3;0;1;2;1;0;2;0;0;0;0;0;0;0;0;40;2;2;2;1;1;2;116189,48;116189,48;116189,48;12;42;11,6629775857387;116189;11,6629775857387;116189;1764
"104";11665;2022;1;1;51;2;61;3;1;6;0;3;0;1;2;1;0;2;0;0;0;0;0;0;0;0;0;1;2;2;1;0;10;88000;0;88000;12;43;11,3850920934603;88000;11,3850920934603;88000;1849
"105";11666;2022;1;1;39;1;58;3;1;6;0;3;0;3;3;1;0;1;0;0;0;0;0;0;0;0;84;2;2;2;1;9;2;48189,48;48189,48;48189,48;15;37;10,7828960189557;48189;10,7828960189557;48189;1369
"106";11667;2022;1;1;33;2;43;3;1;6;0;3;0;3;0;1;0;1;0;0;0;0;0;3;0;0;30;2;2;2;1;2;2;89189,48;39189,48;89189,48;15;22;11,3985183743932;89189;11,3985183743932;89189;484
"107";11668;2022;1;1;67;2;33;1;1;6;0;3;0;3;0;1;0;1;0;0;0;1;8;0;0;0;56;2;2;2;1;9;2;50856,1466666667;50189,48;50189,48;20;7;10,836756272572;50856;10,8235607219657;50189;49
"108";11668;2022;1;1;67;1;38;3;1;6;0;3;0;2;0;1;0;2;0;0;0;0;0;0;0;0;48;2;2;2;1;2;2;66885,23;54885,23;66885,23;11;21;11,1107334444619;66885;11,1107334444619;66885;441
"109";11669;2022;1;1;33;2;41;3;1;6;0;3;0;3;0;1;0;1;0;0;0;1;5;0;0;0;40;2;2;2;1;9;2;83189,48;83189,48;83189,48;17;18;11,3288761765071;83189;11,3288761765071;83189;324
"110";11670;2022;1;1;82;1;49;3;1;6;0;3;0;1;0;1;0;2;0;0;0;0;0;0;0;0;25;2;2;2;1;9;2;33189,48;33189,48;33189,48;10;33;10,4099882372216;33189;10,4099882372216;33189;1089
"111";11670;2022;1;1;82;2;46;3;1;6;0;3;0;3;0;1;0;1;0;0;0;1;4;0;0;0;40;2;2;2;1;1;2;129584,113333333;126250,78;126250,78;16;24;11,772085473082;129584;11,7460255253363;126251;576
"112";11671;2022;1;1;57;2;63;3;1;6;0;3;0;1;0;1;0;2;0;0;0;0;0;0;0;0;3;1;2;2;1;9;2;52200;2000;2000;10;47;10,8628377738707;52200;7,60090245954208;2000;2209
"113";11672;2022;1;1;74;1;57;3;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;77;2;2;2;1;9;2;3189,48;3189,48;3189,48;6;45;8,06761317308703;3189;8,06761317308703;3189;2025
"114";11673;2022;1;1;87;1;47;3;1;6;0;3;0;3;0;1;0;1;0;0;0;1;4;0;1;1;50;2;2;2;1;2;2;122689,48;122689,48;122689,48;17;24;11,717411889452;122689;11,717411889452;122689;576
"115";11673;2022;1;1;87;2;45;3;1;6;0;3;0;3;0;1;0;1;1;3;0;0;0;2;0;0;40;2;2;2;1;2;2;73189,48;73189,48;73189,48;14;25;11,2008069737743;73189;11,2008069737743;73189;625
"116";11676;2022;1;1;39;2;74;3;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2;1;1;2;17000;2500;2500;6;62;9,74096862303835;17000;7,82404601085629;2500;3844
"117";11678;2022;1;1;33;1;66;3;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42;2;2;2;1;9;2;7200;6000;6000;2;58;8,88183630500415;7200;8,69951474821019;6000;3364
"118";11681;2022;1;1;102;1;49;3;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;1;0;4;18000;0;18000;6;37;9,7981270368783;18000;9,7981270368783;18000;1369
